"state_code","category","year","unit","amount"
"MT","Renewable-Production","1990","Billion Btu",246744
"MT","Total Expenditure","2010","Dollars",4766000000
"MT","Total Expenditure","1970","Dollars",334000000
"MT","Total Expenditure","2000","Dollars",2567000000
"MT","Total Expenditure","1990","Dollars",1696000000
"MT","Total Expenditure","2020","Dollars",4402000000
"MT","Total Expenditure","1980","Dollars",1410000000
"NC","All Industry Total","2020","Dollars",598916000000
"NC","All Industry Total","2010","Dollars",420028000000
"NC","All Industry Total","1990","Dollars",139658000000
"NC","All Industry Total","1970","Dollars",22840000000
"NC","All Industry Total","1980","Dollars",58791000000
"NC","All Industry Total","2000","Dollars",278009000000
"NC","Consumption","1970","Billion Btu",1342676
"NC","Consumption","1980","Billion Btu",1667382
"NC","Consumption","1990","Billion Btu",2064098
"NC","Consumption","2000","Billion Btu",2612315
"NC","Consumption","2010","Billion Btu",2756601
"NC","Consumption","2020","Billion Btu",2470897
"NC","Fossil Fuel-Consumption","2000","Billion Btu",1933328
"NC","Fossil Fuel-Consumption","1970","Billion Btu",1264516
"NC","Fossil Fuel-Consumption","2010","Billion Btu",1933933
"NC","Fossil Fuel-Consumption","2020","Billion Btu",1593032
"NC","Fossil Fuel-Consumption","1980","Billion Btu",1438732
"NC","Fossil Fuel-Consumption","1990","Billion Btu",1450518
"NC","Fossil Fuel-Production","1970","Billion Btu",0
"NC","Fossil Fuel-Production","2020","Billion Btu",0
"NC","Fossil Fuel-Production","1980","Billion Btu",0
"NC","Fossil Fuel-Production","2010","Billion Btu",0
"NC","Fossil Fuel-Production","2000","Billion Btu",0
"NC","Fossil Fuel-Production","1990","Billion Btu",0
"NC","Gdp Per Capita","1990","Dollars",21069
"NC","Gdp Per Capita","2020","Dollars",57371
"NC","Gdp Per Capita","2010","Dollars",44049
"NC","Gdp Per Capita","1970","Dollars",4494
"NC","Gdp Per Capita","2000","Dollars",34538
"NC","Gdp Per Capita","1980","Dollars",9995
"NC","Nuclear-Consumption","2020","Billion Btu",441997
"NC","Nuclear-Consumption","2010","Billion Btu",425810
"NC","Nuclear-Consumption","1970","Billion Btu",0
"NC","Nuclear-Consumption","2000","Billion Btu",408054
"NC","Nuclear-Consumption","1990","Billion Btu",274130
"NC","Nuclear-Consumption","1980","Billion Btu",62997
"NC","Population","2010","Individual Person",9535483
"NC","Population","1990","Individual Person",6628637
"NC","Population","1980","Individual Person",5881766
"NC","Population","2000","Individual Person",8049313
"NC","Population","1970","Individual Person",5082059
"NC","Population","2020","Individual Person",10439388
"NC","Production","1990","Billion Btu",442851
"NC","Production","2000","Billion Btu",544289
"NC","Production","1970","Billion Btu",111796
"NC","Production","2020","Billion Btu",723140
"NC","Production","1980","Billion Btu",198907
"NC","Production","2010","Billion Btu",584206
"NC","Renewable-Consumption","1980","Billion Btu",135910
"NC","Renewable-Consumption","2010","Billion Btu",189840
"NC","Renewable-Consumption","2000","Billion Btu",139510
"NC","Renewable-Consumption","1970","Billion Btu",111796
"NC","Renewable-Consumption","2020","Billion Btu",293286
"NC","Renewable-Consumption","1990","Billion Btu",168721
"NC","Renewable-Production","2010","Billion Btu",315698
"NC","Renewable-Production","1990","Billion Btu",337442
"NC","Renewable-Production","2000","Billion Btu",272468
"NC","Renewable-Production","1970","Billion Btu",223592
"NC","Renewable-Production","1980","Billion Btu",271820
"NC","Renewable-Production","2020","Billion Btu",562126
"NC","Total Expenditure","1990","Dollars",12593000000
"NC","Total Expenditure","1970","Dollars",1917000000
"NC","Total Expenditure","2020","Dollars",28737000000
"NC","Total Expenditure","1980","Dollars",8537000000
"NC","Total Expenditure","2010","Dollars",34288000000
"NC","Total Expenditure","2000","Dollars",19065000000
"ND","All Industry Total","1980","Dollars",7645000000
"ND","All Industry Total","1990","Dollars",11509000000
"ND","All Industry Total","1970","Dollars",2294000000
"ND","All Industry Total","2000","Dollars",18100000000
"ND","All Industry Total","2010","Dollars",35676000000
"ND","All Industry Total","2020","Dollars",54423000000
"ND","Consumption","2020","Billion Btu",625886
"ND","Consumption","1980","Billion Btu",222373
"ND","Consumption","2010","Billion Btu",473681
"ND","Consumption","1990","Billion Btu",312939
"ND","Consumption","2000","Billion Btu",381565
"ND","Consumption","1970","Billion Btu",191117
"ND","Fossil Fuel-Consumption","1990","Billion Btu",514616
"ND","Fossil Fuel-Consumption","2010","Billion Btu",621938
"ND","Fossil Fuel-Consumption","2000","Billion Btu",597317
"ND","Fossil Fuel-Consumption","1980","Billion Btu",313992
"ND","Fossil Fuel-Consumption","2020","Billion Btu",676876
"ND","Fossil Fuel-Consumption","1970","Billion Btu",206554
"ND","Fossil Fuel-Production","1970","Billion Btu",201450
"ND","Fossil Fuel-Production","2010","Billion Btu",1030488
"ND","Fossil Fuel-Production","2020","Billion Btu",2839215
"ND","Fossil Fuel-Production","1990","Billion Btu",600610
"ND","Fossil Fuel-Production","1980","Billion Btu",457673
"ND","Fossil Fuel-Production","2000","Billion Btu",598133
"ND","Gdp Per Capita","2020","Dollars",69854
"ND","Gdp Per Capita","2000","Dollars",28184
"ND","Gdp Per Capita","1970","Dollars",3713
"ND","Gdp Per Capita","2010","Dollars",53043
"ND","Gdp Per Capita","1980","Dollars",11713
"ND","Gdp Per Capita","1990","Dollars",18017
"ND","Nuclear-Consumption","1980","Billion Btu",0
"ND","Nuclear-Consumption","1990","Billion Btu",0
"ND","Nuclear-Consumption","2010","Billion Btu",0
"ND","Nuclear-Consumption","2020","Billion Btu",0
"ND","Nuclear-Consumption","1970","Billion Btu",0
"ND","Nuclear-Consumption","2000","Billion Btu",0
"ND","Population","2000","Individual Person",642200
"ND","Population","1990","Individual Person",638800
"ND","Population","1970","Individual Person",617761
"ND","Population","2020","Individual Person",779094
"ND","Population","2010","Individual Person",672591
"ND","Population","1980","Individual Person",652717
"ND","Production","2000","Billion Btu",690734
"ND","Production","1990","Billion Btu",689546
"ND","Production","2020","Billion Btu",4274952
"ND","Production","1980","Billion Btu",538864
"ND","Production","1970","Billion Btu",275962
"ND","Production","2010","Billion Btu",1247321
"ND","Renewable-Consumption","2020","Billion Btu",176854
"ND","Renewable-Consumption","1980","Billion Btu",28555
"ND","Renewable-Consumption","2010","Billion Btu",84009
"ND","Renewable-Consumption","1990","Billion Btu",21154
"ND","Renewable-Consumption","1970","Billion Btu",29922
"ND","Renewable-Consumption","2000","Billion Btu",26151
"ND","Renewable-Production","2020","Billion Btu",368284
"ND","Renewable-Production","1970","Billion Btu",59844
"ND","Renewable-Production","2000","Billion Btu",51695
"ND","Renewable-Production","1980","Billion Btu",57110
"ND","Renewable-Production","2010","Billion Btu",172082
"ND","Renewable-Production","1990","Billion Btu",41989
"ND","Total Expenditure","2020","Dollars",4848000000
"ND","Total Expenditure","1990","Dollars",1410000000
"ND","Total Expenditure","1980","Dollars",1247000000
"ND","Total Expenditure","2010","Dollars",4375000000
"ND","Total Expenditure","2000","Dollars",1972000000
"ND","Total Expenditure","1970","Dollars",290000000
"NE","All Industry Total","1980","Dollars",18294000000
"NE","All Industry Total","2020","Dollars",134581000000
"NE","All Industry Total","1990","Dollars",33734000000
"NE","All Industry Total","2000","Dollars",56528000000
"NE","All Industry Total","2010","Dollars",91562000000
"NE","All Industry Total","1970","Dollars",6907000000
"NE","Consumption","1990","Billion Btu",533802
"NE","Consumption","2020","Billion Btu",863654
"NE","Consumption","2010","Billion Btu",867558
"NE","Consumption","2000","Billion Btu",667989
"NE","Consumption","1970","Billion Btu",487481
"NE","Consumption","1980","Billion Btu",507068
"NE","Fossil Fuel-Consumption","2000","Billion Btu",555802
"NE","Fossil Fuel-Consumption","1970","Billion Btu",446072
"NE","Fossil Fuel-Consumption","2020","Billion Btu",634995
"NE","Fossil Fuel-Consumption","1990","Billion Btu",453901
"NE","Fossil Fuel-Consumption","2010","Billion Btu",667510
"NE","Fossil Fuel-Consumption","1980","Billion Btu",442915
"NE","Fossil Fuel-Production","1970","Billion Btu",66416
"NE","Fossil Fuel-Production","2020","Billion Btu",9527
"NE","Fossil Fuel-Production","1980","Billion Btu",36192
"NE","Fossil Fuel-Production","2010","Billion Btu",13520
"NE","Fossil Fuel-Production","1990","Billion Btu",34156
"NE","Fossil Fuel-Production","2000","Billion Btu",17151
"NE","Gdp Per Capita","1980","Dollars",11654
"NE","Gdp Per Capita","1970","Dollars",4656
"NE","Gdp Per Capita","1990","Dollars",21372
"NE","Gdp Per Capita","2000","Dollars",33033
"NE","Gdp Per Capita","2020","Dollars",68611
"NE","Gdp Per Capita","2010","Dollars",50134
"NE","Nuclear-Consumption","2010","Billion Btu",115540
"NE","Nuclear-Consumption","1980","Billion Btu",63082
"NE","Nuclear-Consumption","2000","Billion Btu",89988
"NE","Nuclear-Consumption","1990","Billion Btu",79485
"NE","Nuclear-Consumption","2020","Billion Btu",64621
"NE","Nuclear-Consumption","1970","Billion Btu",0
"NE","Population","1980","Individual Person",1569825
"NE","Population","2010","Individual Person",1826341
"NE","Population","2000","Individual Person",1711263
"NE","Population","1970","Individual Person",1483493
"NE","Population","1990","Individual Person",1578385
"NE","Population","2020","Individual Person",1961504
"NE","Production","2000","Billion Btu",175821
"NE","Production","1980","Billion Btu",121789
"NE","Production","1970","Billion Btu",89310
"NE","Production","2010","Billion Btu",411720
"NE","Production","2020","Billion Btu",416814
"NE","Production","1990","Billion Btu",132716
"NE","Renewable-Consumption","1990","Billion Btu",19705
"NE","Renewable-Consumption","2020","Billion Btu",202923
"NE","Renewable-Consumption","1970","Billion Btu",15950
"NE","Renewable-Consumption","1980","Billion Btu",19778
"NE","Renewable-Consumption","2000","Billion Btu",43687
"NE","Renewable-Consumption","2010","Billion Btu",133695
"NE","Renewable-Production","1980","Billion Btu",39556
"NE","Renewable-Production","2010","Billion Btu",306796
"NE","Renewable-Production","2020","Billion Btu",441066
"NE","Renewable-Production","2000","Billion Btu",88763
"NE","Renewable-Production","1970","Billion Btu",31900
"NE","Renewable-Production","1990","Billion Btu",34701
"NE","Total Expenditure","2020","Dollars",7637000000
"NE","Total Expenditure","1990","Dollars",3164000000
"NE","Total Expenditure","1970","Dollars",668000000
"NE","Total Expenditure","1980","Dollars",2456000000
"NE","Total Expenditure","2000","Dollars",4382000000
"NE","Total Expenditure","2010","Dollars",8788000000
"NH","All Industry Total","1990","Dollars",23768000000
"NH","All Industry Total","2020","Dollars",88338000000
"NH","All Industry Total","2000","Dollars",45342000000
"NH","All Industry Total","1980","Dollars",9263000000
"NH","All Industry Total","1970","Dollars",3050000000
"NH","All Industry Total","2010","Dollars",64844000000
"NH","Consumption","1980","Billion Btu",208260
"NH","Consumption","1990","Billion Btu",267260
"NH","Consumption","1970","Billion Btu",186601
"NH","Consumption","2010","Billion Btu",299071
"NH","Consumption","2020","Billion Btu",295548
"NH","Consumption","2000","Billion Btu",309761
"NH","Fossil Fuel-Consumption","1970","Billion Btu",173815
"NH","Fossil Fuel-Consumption","2020","Billion Btu",191971
"NH","Fossil Fuel-Consumption","2000","Billion Btu",239199
"NH","Fossil Fuel-Consumption","1980","Billion Btu",171758
"NH","Fossil Fuel-Consumption","2010","Billion Btu",244684
"NH","Fossil Fuel-Consumption","1990","Billion Btu",204841
"NH","Fossil Fuel-Production","2000","Billion Btu",0
"NH","Fossil Fuel-Production","2020","Billion Btu",0
"NH","Fossil Fuel-Production","2010","Billion Btu",0
"NH","Fossil Fuel-Production","1980","Billion Btu",0
"NH","Fossil Fuel-Production","1970","Billion Btu",0
"NH","Fossil Fuel-Production","1990","Billion Btu",0
"NH","Gdp Per Capita","2020","Dollars",64128
"NH","Gdp Per Capita","1980","Dollars",10062
"NH","Gdp Per Capita","2000","Dollars",36691
"NH","Gdp Per Capita","1970","Dollars",4135
"NH","Gdp Per Capita","1990","Dollars",21427
"NH","Gdp Per Capita","2010","Dollars",49256
"NH","Nuclear-Consumption","2010","Billion Btu",114032
"NH","Nuclear-Consumption","2020","Billion Btu",103012
"NH","Nuclear-Consumption","2000","Billion Btu",82617
"NH","Nuclear-Consumption","1970","Billion Btu",0
"NH","Nuclear-Consumption","1980","Billion Btu",0
"NH","Nuclear-Consumption","1990","Billion Btu",43182
"NH","Population","2020","Individual Person",1377529
"NH","Population","2000","Individual Person",1235786
"NH","Population","1980","Individual Person",920610
"NH","Population","2010","Individual Person",1316470
"NH","Population","1970","Individual Person",737681
"NH","Population","1990","Individual Person",1109252
"NH","Production","1970","Billion Btu",25321
"NH","Production","1990","Billion Btu",90006
"NH","Production","2010","Billion Btu",159178
"NH","Production","2000","Billion Btu",121237
"NH","Production","1980","Billion Btu",32382
"NH","Production","2020","Billion Btu",148723
"NH","Renewable-Consumption","2010","Billion Btu",51207
"NH","Renewable-Consumption","2000","Billion Btu",38620
"NH","Renewable-Consumption","1980","Billion Btu",32382
"NH","Renewable-Consumption","1970","Billion Btu",25321
"NH","Renewable-Consumption","1990","Billion Btu",46824
"NH","Renewable-Consumption","2020","Billion Btu",51244
"NH","Renewable-Production","1980","Billion Btu",64764
"NH","Renewable-Production","2000","Billion Btu",77240
"NH","Renewable-Production","2010","Billion Btu",90293
"NH","Renewable-Production","1990","Billion Btu",93648
"NH","Renewable-Production","1970","Billion Btu",50642
"NH","Renewable-Production","2020","Billion Btu",91102
"NH","Total Expenditure","1970","Dollars",317000000
"NH","Total Expenditure","2010","Dollars",5298000000
"NH","Total Expenditure","1980","Dollars",1308000000
"NH","Total Expenditure","2020","Dollars",4621000000
"NH","Total Expenditure","2000","Dollars",3136000000
"NH","Total Expenditure","1990","Dollars",2018000000
"NJ","All Industry Total","1970","Dollars",38492000000
"NJ","All Industry Total","2000","Dollars",361005000000
"NJ","All Industry Total","1980","Dollars",88334000000
"NJ","All Industry Total","2010","Dollars",492762000000
"NJ","All Industry Total","1990","Dollars",214357000000
"NJ","All Industry Total","2020","Dollars",620086000000
"NJ","Consumption","2000","Billion Btu",2483356
"NJ","Consumption","2010","Billion Btu",2289793
"NJ","Consumption","2020","Billion Btu",1893854
"NJ","Consumption","1970","Billion Btu",1977939
"NJ","Consumption","1980","Billion Btu",2042226
"NJ","Consumption","1990","Billion Btu",2262861
"NJ","Fossil Fuel-Consumption","1970","Billion Btu",1894413
"NJ","Fossil Fuel-Consumption","2010","Billion Btu",1663423
"NJ","Fossil Fuel-Consumption","2020","Billion Btu",1380604
"NJ","Fossil Fuel-Consumption","1980","Billion Btu",1659348
"NJ","Fossil Fuel-Consumption","2000","Billion Btu",1922979
"NJ","Fossil Fuel-Consumption","1990","Billion Btu",1656516
"NJ","Fossil Fuel-Production","1980","Billion Btu",0
"NJ","Fossil Fuel-Production","1990","Billion Btu",0
"NJ","Fossil Fuel-Production","2020","Billion Btu","0"
"NJ","Fossil Fuel-Production","1970","Billion Btu","0"
"NJ","Fossil Fuel-Production","2010","Billion Btu","0"
"NJ","Fossil Fuel-Production","2000","Billion Btu","0"
"NJ","Gdp Per Capita","2020","Dollars","66755"
"NJ","Gdp Per Capita","1980","Dollars","11994"
"NJ","Gdp Per Capita","2010","Dollars","56047"
"NJ","Gdp Per Capita","1970","Dollars","5370"
"NJ","Gdp Per Capita","1990","Dollars","27730"
"NJ","Gdp Per Capita","2000","Dollars","42903"
"NJ","Nuclear-Consumption","2000","Billion Btu","298041"
"NJ","Nuclear-Consumption","1990","Billion Btu","251538"
"NJ","Nuclear-Consumption","2010","Billion Btu","342526"
"NJ","Nuclear-Consumption","2020","Billion Btu","279201"
"NJ","Nuclear-Consumption","1980","Billion Btu","83192"
"NJ","Nuclear-Consumption","1970","Billion Btu","37917"
"NJ","Population","2010","Individual Person","8791894"
"NJ","Population","1970","Individual Person","7168164"
"NJ","Population","1980","Individual Person","7364823"
"NJ","Population","2020","Individual Person","9288994"
"NJ","Population","1990","Individual Person","7730188"
"NJ","Population","2000","Individual Person","8414350"
"NJ","Production","2020","Billion Btu","331078"
"NJ","Production","1980","Billion Btu","131576"
"NJ","Production","2000","Billion Btu","338371"
"NJ","Production","1970","Billion Btu","63823"
"NJ","Production","1990","Billion Btu","277680"
"NJ","Production","2010","Billion Btu","380036"
"NJ","Renewable-Consumption","1980","Billion Btu","48383"
"NJ","Renewable-Consumption","2020","Billion Btu","80791"
"NJ","Renewable-Consumption","2010","Billion Btu","74452"
"NJ","Renewable-Consumption","1970","Billion Btu","25906"
"NJ","Renewable-Consumption","2000","Billion Btu","41098"
"NJ","Renewable-Consumption","1990","Billion Btu","26142"
"NJ","Renewable-Production","1990","Billion Btu","52284"
"NJ","Renewable-Production","1970","Billion Btu","51812"
"NJ","Renewable-Production","2010","Billion Btu","75020"
"NJ","Renewable-Production","2020","Billion Btu","103755"
"NJ","Renewable-Production","1980","Billion Btu","96766"
"NJ","Renewable-Production","2000","Billion Btu","80658"
"NJ","Total Expenditure","1990","Dollars","15668000000"
"NJ","Total Expenditure","2010","Dollars","35476000000"
"NJ","Total Expenditure","2000","Dollars","20409000000"
"NJ","Total Expenditure","1980","Dollars","12697000000"
"NJ","Total Expenditure","2020","Dollars","24827000000"
"NJ","Total Expenditure","1970","Dollars","3052000000"
"NM","All Industry Total","1970","Dollars","4431000000"
"NM","All Industry Total","1990","Dollars","26600000000"
"NM","All Industry Total","2000","Dollars","55105000000"
"NM","All Industry Total","2020","Dollars","98790000000"
"NM","All Industry Total","1980","Dollars","15731000000"
"NM","All Industry Total","2010","Dollars","84612000000"
"NM","Consumption","1990","Billion Btu","597445"
"NM","Consumption","1970","Billion Btu","458694"
"NM","Consumption","1980","Billion Btu","480615"
"NM","Consumption","2020","Billion Btu","699738"
"NM","Consumption","2010","Billion Btu","653704"
"NM","Consumption","2000","Billion Btu","662696"
"NM","Fossil Fuel-Consumption","1990","Billion Btu","737889"
"NM","Fossil Fuel-Consumption","2010","Billion Btu","739887"
"NM","Fossil Fuel-Consumption","1980","Billion Btu","635566"
"NM","Fossil Fuel-Consumption","2020","Billion Btu","670177"
"NM","Fossil Fuel-Consumption","2000","Billion Btu","795900"
"NM","Fossil Fuel-Consumption","1970","Billion Btu","547645"
"NM","Fossil Fuel-Production","2020","Billion Btu","2299307"
"NM","Fossil Fuel-Production","2000","Billion Btu","903105"
"NM","Fossil Fuel-Production","1970","Billion Btu","881165"
"NM","Fossil Fuel-Production","1980","Billion Btu","781950"
"NM","Fossil Fuel-Production","1990","Billion Btu","844264"
"NM","Fossil Fuel-Production","2010","Billion Btu","761748"
"NM","Gdp Per Capita","2020","Dollars","46654"
"NM","Gdp Per Capita","2000","Dollars","30293"
"NM","Gdp Per Capita","1970","Dollars","4361"
"NM","Gdp Per Capita","1980","Dollars","12074"
"NM","Gdp Per Capita","1990","Dollars","17557"
"NM","Gdp Per Capita","2010","Dollars","41090"
"NM","Nuclear-Consumption","1990","Billion Btu","0"
"NM","Nuclear-Consumption","1970","Billion Btu","0"
"NM","Nuclear-Consumption","2010","Billion Btu","0"
"NM","Nuclear-Consumption","1980","Billion Btu","0"
"NM","Nuclear-Consumption","2020","Billion Btu","0"
"NM","Nuclear-Consumption","2000","Billion Btu","0"
"NM","Population","2000","Individual Person","1819046"
"NM","Population","1980","Individual Person","1302894"
"NM","Population","2020","Individual Person","2117522"
"NM","Population","2010","Individual Person","2059179"
"NM","Population","1970","Individual Person","1016000"
"NM","Population","1990","Individual Person","1515069"
"NM","Production","1980","Billion Btu","2112002"
"NM","Production","2010","Billion Btu","2248542"
"NM","Production","1970","Billion Btu","2202887"
"NM","Production","1990","Billion Btu","1973469"
"NM","Production","2000","Billion Btu","2718824"
"NM","Production","2020","Billion Btu","4673691"
"NM","Renewable-Consumption","2020","Billion Btu","106583"
"NM","Renewable-Consumption","2000","Billion Btu","10611"
"NM","Renewable-Consumption","1990","Billion Btu","8718"
"NM","Renewable-Consumption","1970","Billion Btu","5548"
"NM","Renewable-Consumption","2010","Billion Btu","39937"
"NM","Renewable-Consumption","1980","Billion Btu","6223"
"NM","Renewable-Production","1990","Billion Btu","15051"
"NM","Renewable-Production","2020","Billion Btu","192894"
"NM","Renewable-Production","2000","Billion Btu","17008"
"NM","Renewable-Production","1980","Billion Btu","12445"
"NM","Renewable-Production","1970","Billion Btu","11096"
"NM","Renewable-Production","2010","Billion Btu","63924"
"NM","Total Expenditure","2010","Dollars","7301000000"
"NM","Total Expenditure","1980","Dollars","2208000000"
"NM","Total Expenditure","1990","Dollars","2955000000"
"NM","Total Expenditure","2020","Dollars","6791000000"
"NM","Total Expenditure","2000","Dollars","4025000000"
"NM","Total Expenditure","1970","Dollars","462000000"
"NV","All Industry Total","1990","Dollars","30980000000"
"NV","All Industry Total","2020","Dollars","172563000000"
"NV","All Industry Total","1980","Dollars","11633000000"
"NV","All Industry Total","1970","Dollars","3262000000"
"NV","All Industry Total","2010","Dollars","124669000000"
"NV","All Industry Total","2000","Dollars","76833000000"
"NV","Consumption","2020","Billion Btu","710083"
"NV","Consumption","2000","Billion Btu","625648"
"NV","Consumption","1990","Billion Btu","410370"
"NV","Consumption","1970","Billion Btu","190122"
"NV","Consumption","2010","Billion Btu","698602"
"NV","Consumption","1980","Billion Btu","291313"
"NV","Fossil Fuel-Consumption","2000","Billion Btu","626669"
"NV","Fossil Fuel-Consumption","1990","Billion Btu","400972"
"NV","Fossil Fuel-Consumption","2020","Billion Btu","584838"
"NV","Fossil Fuel-Consumption","1970","Billion Btu","164598"
"NV","Fossil Fuel-Consumption","2010","Billion Btu","630646"
"NV","Fossil Fuel-Consumption","1980","Billion Btu","302359"
"NV","Fossil Fuel-Production","1970","Billion Btu","864"
"NV","Fossil Fuel-Production","1990","Billion Btu","23264"
"NV","Fossil Fuel-Production","1980","Billion Btu","5104"
"NV","Fossil Fuel-Production","2010","Billion Btu","2471"
"NV","Fossil Fuel-Production","2000","Billion Btu","3602"
"NV","Fossil Fuel-Production","2020","Billion Btu","1115"
"NV","Gdp Per Capita","2010","Dollars","46164"
"NV","Gdp Per Capita","1970","Dollars","6674"
"NV","Gdp Per Capita","1980","Dollars","14532"
"NV","Gdp Per Capita","1990","Dollars","25777"
"NV","Gdp Per Capita","2020","Dollars","55583"
"NV","Gdp Per Capita","2000","Dollars","38450"
"NV","Nuclear-Consumption","2020","Billion Btu","0"
"NV","Nuclear-Consumption","1980","Billion Btu","0"
"NV","Nuclear-Consumption","2010","Billion Btu","0"
"NV","Nuclear-Consumption","1990","Billion Btu","0"
"NV","Nuclear-Consumption","2000","Billion Btu","0"
"NV","Nuclear-Consumption","1970","Billion Btu","0"
"NV","Population","1980","Individual Person","800493"
"NV","Population","2010","Individual Person","2700551"
"NV","Population","2020","Individual Person","3104614"
"NV","Population","1990","Individual Person","1201833"
"NV","Population","2000","Individual Person","1998257"
"NV","Population","1970","Individual Person","488738"
"NV","Production","1980","Billion Btu","32507"
"NV","Production","1990","Billion Btu","52932"
"NV","Production","2000","Billion Btu","48347"
"NV","Production","2010","Billion Btu","51437"
"NV","Production","1970","Billion Btu","19186"
"NV","Production","2020","Billion Btu","116402"
"NV","Renewable-Consumption","1970","Billion Btu","18322"
"NV","Renewable-Consumption","2000","Billion Btu","47129"
"NV","Renewable-Consumption","1990","Billion Btu","30071"
"NV","Renewable-Consumption","1980","Billion Btu","27403"
"NV","Renewable-Consumption","2010","Billion Btu","56490"
"NV","Renewable-Consumption","2020","Billion Btu","125593"
"NV","Renewable-Production","1990","Billion Btu","59336"
"NV","Renewable-Production","2010","Billion Btu","97908"
"NV","Renewable-Production","1980","Billion Btu","54806"
"NV","Renewable-Production","2000","Billion Btu","89477"
"NV","Renewable-Production","2020","Billion Btu","230548"
"NV","Renewable-Production","1970","Billion Btu","36644"
"NV","Total Expenditure","1980","Dollars","1659000000"
"NV","Total Expenditure","2010","Dollars","10210000000"
"NV","Total Expenditure","2000","Dollars","4733000000"
"NV","Total Expenditure","1990","Dollars","2403000000"
"NV","Total Expenditure","2020","Dollars","8778000000"
"NV","Total Expenditure","1970","Dollars","277000000"
"NY","All Industry Total","1980","Dollars","235746000000"
"NY","All Industry Total","2010","Dollars","1223530000000"
"NY","All Industry Total","1970","Dollars","112349000000"
"NY","All Industry Total","1990","Dollars","493192000000"
"NY","All Industry Total","2020","Dollars","1740805000000"
"NY","All Industry Total","2000","Dollars","841181000000"
"NY","Consumption","1990","Billion Btu","3768938"
"NY","Consumption","1980","Billion Btu","3863274"
"NY","Consumption","2020","Billion Btu","3354222"
"NY","Consumption","1970","Billion Btu","4303439"
"NY","Consumption","2000","Billion Btu","4138667"
"NY","Consumption","2010","Billion Btu","3874609"
"NY","Fossil Fuel-Consumption","1990","Billion Btu","3030340"
"NY","Fossil Fuel-Consumption","2020","Billion Btu","2375227"
"NY","Fossil Fuel-Consumption","2000","Billion Btu","3214353"
"NY","Fossil Fuel-Consumption","1980","Billion Btu","3202012"
"NY","Fossil Fuel-Consumption","1970","Billion Btu","3971769"
"NY","Fossil Fuel-Consumption","2010","Billion Btu","2876076"
"NY","Fossil Fuel-Production","1980","Billion Btu","4779"
"NY","Fossil Fuel-Production","1990","Billion Btu","2407"
"NY","Fossil Fuel-Production","2010","Billion Btu","2210"
"NY","Fossil Fuel-Production","1970","Billion Btu","6925"
"NY","Fossil Fuel-Production","2020","Billion Btu","1565"
"NY","Fossil Fuel-Production","2000","Billion Btu","1218"
"NY","Gdp Per Capita","1990","Dollars","27414"
"NY","Gdp Per Capita","2020","Dollars","86173"
"NY","Gdp Per Capita","1970","Dollars","6161"
"NY","Gdp Per Capita","2010","Dollars","63140"
"NY","Gdp Per Capita","1980","Dollars","13427"
"NY","Gdp Per Capita","2000","Dollars","44328"
"NY","Nuclear-Consumption","2020","Billion Btu","401287"
"NY","Nuclear-Consumption","1980","Billion Btu","210259"
"NY","Nuclear-Consumption","2010","Billion Btu","437620"
"NY","Nuclear-Consumption","1970","Billion Btu","46908"
"NY","Nuclear-Consumption","2000","Billion Btu","328597"
"NY","Nuclear-Consumption","1990","Billion Btu","249982"
"NY","Population","2020","Individual Person","20201249"
"NY","Population","2010","Individual Person","19378102"
"NY","Population","1980","Individual Person","17558072"
"NY","Population","1990","Individual Person","17990455"
"NY","Population","2000","Individual Person","18976457"
"NY","Population","1970","Individual Person","18236967"
"NY","Production","2010","Billion Btu","842766"
"NY","Production","2000","Billion Btu","777276"
"NY","Production","1970","Billion Btu","382753"
"NY","Production","1990","Billion Btu","669114"
"NY","Production","1980","Billion Btu","635743"
"NY","Production","2020","Billion Btu","839025"
"NY","Renewable-Consumption","1980","Billion Btu","404671"
"NY","Renewable-Consumption","1970","Billion Btu","325491"
"NY","Renewable-Consumption","2020","Billion Btu","468493"
"NY","Renewable-Consumption","2010","Billion Btu","405869"
"NY","Renewable-Consumption","2000","Billion Btu","430515"
"NY","Renewable-Consumption","1990","Billion Btu","390951"
"NY","Renewable-Production","1990","Billion Btu","781902"
"NY","Renewable-Production","2020","Billion Btu","842360"
"NY","Renewable-Production","1980","Billion Btu","809342"
"NY","Renewable-Production","2010","Billion Btu","717850"
"NY","Renewable-Production","2000","Billion Btu","858416"
"NY","Renewable-Production","1970","Billion Btu","650982"
"NY","Total Expenditure","2020","Dollars","47968000000"
"NY","Total Expenditure","1990","Dollars","27816000000"
"NY","Total Expenditure","2000","Dollars","39217000000"
"NY","Total Expenditure","1980","Dollars","23122000000"
"NY","Total Expenditure","1970","Dollars","6363000000"
"NY","Total Expenditure","2010","Dollars","64480000000"
"OH","All Industry Total","2020","Dollars","684383000000"
"OH","All Industry Total","2010","Dollars","500515000000"
"OH","All Industry Total","1980","Dollars","121228000000"
"OH","All Industry Total","1990","Dollars","227413000000"
"OH","All Industry Total","2000","Dollars","392277000000"
"OH","All Industry Total","1970","Dollars","53714000000"
"OH","Consumption","1980","Billion Btu","3950811"
"OH","Consumption","1970","Billion Btu","3932645"
"OH","Consumption","2000","Billion Btu","4273427"
"OH","Consumption","1990","Billion Btu","3822978"
