"state_code","category","description","unit","amount"
"MT","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",9.90
"MT","Renewable-Consumption","Change 2000-2010","Billion Btu",3429
"MT","Renewable-Consumption","Change 1980-1990","Billion Btu",8763
"MT","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-5.46
"MT","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",1.97
"MT","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",4.85
"MT","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",12.53
"MT","Renewable-Consumption","Change 2010-2020","Billion Btu",25188
"MT","Renewable-Consumption","Change 1990-2000","Billion Btu",-9578
"MT","Renewable-Production","Change 1980-1990","Billion Btu",17528
"MT","Renewable-Production","Percent Change 2000-2010","Billion Btu",0.60
"MT","Renewable-Production","Change 1970-1980","Billion Btu",32423
"MT","Renewable-Production","Change 2010-2020","Billion Btu",46320
"MT","Renewable-Production","Percent Change 1970-1980","Billion Btu",9.90
"MT","Renewable-Production","Percent Change 1980-1990","Billion Btu",4.85
"MT","Renewable-Production","Change 1990-2000","Billion Btu",-19239
"MT","Renewable-Production","Percent Change 2010-2020","Billion Btu",11.86
"MT","Renewable-Production","Percent Change 1990-2000","Billion Btu",-5.48
"MT","Renewable-Production","Change 2000-2010","Billion Btu",2063
"NC","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-13.32
"NC","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",174216
"NC","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",0.54
"NC","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",605
"NC","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-340901
"NC","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",18.16
"NC","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",0.02
"NC","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",482810
"NC","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",8.41
"NC","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",11786
"NC","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"NC","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"NC","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"NC","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"NC","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"NC","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"NC","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"NC","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"NC","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"NC","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"NC","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",69.08
"NC","Nuclear-Consumption","Change 2010-2020","Billion Btu",16187
"NC","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",2.82
"NC","Nuclear-Consumption","Change 1980-1990","Billion Btu",211133
"NC","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",24.57
"NC","Nuclear-Consumption","Change 1990-2000","Billion Btu",133924
"NC","Nuclear-Consumption","Change 1970-1980","Billion Btu",62997
"NC","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",2.47
"NC","Nuclear-Consumption","Change 2000-2010","Billion Btu",17756
"NC","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"NC","Renewable-Consumption","Change 1980-1990","Billion Btu",32811
"NC","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",13.86
"NC","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",19.39
"NC","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-13.05
"NC","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",26.65
"NC","Renewable-Consumption","Change 2010-2020","Billion Btu",103446
"NC","Renewable-Consumption","Change 1970-1980","Billion Btu",24114
"NC","Renewable-Consumption","Change 2000-2010","Billion Btu",50330
"NC","Renewable-Consumption","Change 1990-2000","Billion Btu",-29211
"NC","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",12.57
"NC","Renewable-Production","Change 2010-2020","Billion Btu",246428
"NC","Renewable-Production","Percent Change 2010-2020","Billion Btu",34.23
"NC","Renewable-Production","Percent Change 1990-2000","Billion Btu",-14.73
"NC","Renewable-Production","Percent Change 1970-1980","Billion Btu",12.57
"NC","Renewable-Production","Percent Change 2000-2010","Billion Btu",9.57
"NC","Renewable-Production","Change 1990-2000","Billion Btu",-64974
"NC","Renewable-Production","Change 1970-1980","Billion Btu",48228
"NC","Renewable-Production","Percent Change 1980-1990","Billion Btu",13.86
"NC","Renewable-Production","Change 2000-2010","Billion Btu",43230
"NC","Renewable-Production","Change 1980-1990","Billion Btu",65622
"ND","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",25.75
"ND","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",107438
"ND","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",9.68
"ND","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",200624
"ND","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",82701
"ND","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",24621
"ND","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",29.87
"ND","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",2.67
"ND","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",5.56
"ND","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",54938
"ND","Fossil Fuel-Production","Change 2000-2010","Billion Btu",432355
"ND","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",32.52
"ND","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",45.89
"ND","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-2477
"ND","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",17.23
"ND","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-0.28
"ND","Fossil Fuel-Production","Change 2010-2020","Billion Btu",1808727
"ND","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",53.92
"ND","Fossil Fuel-Production","Change 1980-1990","Billion Btu",142937
"ND","Fossil Fuel-Production","Change 1970-1980","Billion Btu",256223
"ND","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"ND","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"ND","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"ND","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"ND","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"ND","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"ND","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"ND","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"ND","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"ND","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"ND","Renewable-Consumption","Change 1980-1990","Billion Btu",-7401
"ND","Renewable-Consumption","Change 2000-2010","Billion Btu",57858
"ND","Renewable-Consumption","Change 1990-2000","Billion Btu",4997
"ND","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",42.42
"ND","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",59.60
"ND","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",-3.14
"ND","Renewable-Consumption","Change 1970-1980","Billion Btu",-1367
"ND","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",13.61
"ND","Renewable-Consumption","Change 2010-2020","Billion Btu",92845
"ND","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-20.89
"ND","Renewable-Production","Change 1980-1990","Billion Btu",-15121
"ND","Renewable-Production","Change 1990-2000","Billion Btu",9706
"ND","Renewable-Production","Percent Change 1990-2000","Billion Btu",13.35
"ND","Renewable-Production","Percent Change 2000-2010","Billion Btu",60.82
"ND","Renewable-Production","Change 2010-2020","Billion Btu",196202
"ND","Renewable-Production","Percent Change 1970-1980","Billion Btu",-3.14
"ND","Renewable-Production","Percent Change 2010-2020","Billion Btu",43.19
"ND","Renewable-Production","Percent Change 1980-1990","Billion Btu",-21.43
"ND","Renewable-Production","Change 1970-1980","Billion Btu",-2734
"ND","Renewable-Production","Change 2000-2010","Billion Btu",120387
"NE","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",10986
"NE","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-0.47
"NE","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-3.36
"NE","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-32515
"NE","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",11.82
"NE","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",101901
"NE","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",111708
"NE","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-3157
"NE","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",1.63
"NE","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",13.02
"NE","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-3.90
"NE","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-30224
"NE","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-16.43
"NE","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-2036
"NE","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-43.55
"NE","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-17005
"NE","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-49.68
"NE","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-24.52
"NE","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-3993
"NE","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-3631
"NE","Nuclear-Consumption","Change 1990-2000","Billion Btu",10503
"NE","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",8.10
"NE","Nuclear-Consumption","Change 2010-2020","Billion Btu",-50919
"NE","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",100.00
"NE","Nuclear-Consumption","Change 1970-1980","Billion Btu",63082
"NE","Nuclear-Consumption","Change 1980-1990","Billion Btu",16403
"NE","Nuclear-Consumption","Change 2000-2010","Billion Btu",25552
"NE","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-41.60
"NE","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",14.77
"NE","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",15.92
"NE","Renewable-Consumption","Change 2010-2020","Billion Btu",69228
"NE","Renewable-Consumption","Change 1990-2000","Billion Btu",23982
"NE","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",57.87
"NE","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",25.66
"NE","Renewable-Consumption","Change 2000-2010","Billion Btu",90008
"NE","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",13.79
"NE","Renewable-Consumption","Change 1980-1990","Billion Btu",-73
"NE","Renewable-Consumption","Change 1970-1980","Billion Btu",3828
"NE","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",44.79
"NE","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-0.25
"NE","Renewable-Production","Change 1980-1990","Billion Btu",-4855
"NE","Renewable-Production","Percent Change 1970-1980","Billion Btu",13.79
"NE","Renewable-Production","Change 2010-2020","Billion Btu",134270
"NE","Renewable-Production","Percent Change 1980-1990","Billion Btu",-8.91
"NE","Renewable-Production","Change 1990-2000","Billion Btu",54062
"NE","Renewable-Production","Percent Change 2000-2010","Billion Btu",62.09
"NE","Renewable-Production","Percent Change 1990-2000","Billion Btu",50.95
"NE","Renewable-Production","Change 1970-1980","Billion Btu",7656
"NE","Renewable-Production","Percent Change 2010-2020","Billion Btu",22.59
"NE","Renewable-Production","Change 2000-2010","Billion Btu",218033
"NH","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",34358
"NH","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",5485
"NH","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",10.06
"NH","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",33083
"NH","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",1.51
"NH","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",11.38
"NH","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-0.80
"NH","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-2057
"NH","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-16.77
"NH","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-52713
"NH","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"NH","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"NH","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"NH","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"NH","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"NH","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"NH","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"NH","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"NH","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"NH","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"NH","Nuclear-Consumption","Change 2000-2010","Billion Btu",31415
"NH","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",20.22
"NH","Nuclear-Consumption","Change 1980-1990","Billion Btu",43182
"NH","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"NH","Nuclear-Consumption","Change 1990-2000","Billion Btu",39435
"NH","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",37.84
"NH","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",100.00
"NH","Nuclear-Consumption","Change 2010-2020","Billion Btu",-11020
"NH","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-6.89
"NH","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"NH","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",0.05
"NH","Renewable-Consumption","Change 2010-2020","Billion Btu",37
"NH","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",17.85
"NH","Renewable-Consumption","Change 1980-1990","Billion Btu",14442
"NH","Renewable-Consumption","Change 1990-2000","Billion Btu",-8204
"NH","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",15.68
"NH","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",-13.23
"NH","Renewable-Consumption","Change 1970-1980","Billion Btu",7061
"NH","Renewable-Consumption","Change 2000-2010","Billion Btu",12587
"NH","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",22.92
"NH","Renewable-Production","Percent Change 1970-1980","Billion Btu",15.68
"NH","Renewable-Production","Change 1980-1990","Billion Btu",28884
"NH","Renewable-Production","Change 1990-2000","Billion Btu",-16408
"NH","Renewable-Production","Percent Change 1990-2000","Billion Btu",-13.23
"NH","Renewable-Production","Percent Change 1980-1990","Billion Btu",22.92
"NH","Renewable-Production","Percent Change 2000-2010","Billion Btu",10.13
"NH","Renewable-Production","Change 2010-2020","Billion Btu",809
"NH","Renewable-Production","Percent Change 2010-2020","Billion Btu",0.59
"NH","Renewable-Production","Change 2000-2010","Billion Btu",13053
"NH","Renewable-Production","Change 1970-1980","Billion Btu",14122
"NJ","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",9.69
"NJ","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-0.11
"NJ","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-259556
"NJ","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-235065
"NJ","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-9.89
"NJ","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-282819
"NJ","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-12.78
"NJ","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-2832
"NJ","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",266463
"NJ","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-9.02
"NJ","Fossil Fuel-Production","Change 1980-1990","Billion Btu",0
"NJ","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",0
"NJ","Fossil Fuel-Production","Change 1990-2000","Billion Btu",0
"NJ","Fossil Fuel-Production","Change 2000-2010","Billion Btu",0
"NJ","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",0
"NJ","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",0
"NJ","Fossil Fuel-Production","Change 2010-2020","Billion Btu",0
"NJ","Fossil Fuel-Production","Change 1970-1980","Billion Btu",0
"NJ","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",0
"NJ","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",0
"NJ","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",-14.06
"NJ","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",10.97
"NJ","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",57.43
"NJ","Nuclear-Consumption","Change 2000-2010","Billion Btu",44485
"NJ","Nuclear-Consumption","Change 1980-1990","Billion Btu",168346
"NJ","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",44.32
"NJ","Nuclear-Consumption","Change 1990-2000","Billion Btu",46503
"NJ","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",9.05
"NJ","Nuclear-Consumption","Change 1970-1980","Billion Btu",45275
"NJ","Nuclear-Consumption","Change 2010-2020","Billion Btu",-63325
"NJ","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",35.11
"NJ","Renewable-Consumption","Change 1970-1980","Billion Btu",22477
"NJ","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",-44.19
"NJ","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",36.65
"NJ","Renewable-Consumption","Change 2010-2020","Billion Btu",6339
"NJ","Renewable-Consumption","Change 2000-2010","Billion Btu",33354
"NJ","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",27.61
"NJ","Renewable-Consumption","Change 1990-2000","Billion Btu",14956
"NJ","Renewable-Consumption","Change 1980-1990","Billion Btu",-22241
"NJ","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",5.37
"NJ","Renewable-Production","Percent Change 2010-2020","Billion Btu",20.34
"NJ","Renewable-Production","Percent Change 2000-2010","Billion Btu",-4.89
"NJ","Renewable-Production","Change 1990-2000","Billion Btu",28374
"NJ","Renewable-Production","Change 2010-2020","Billion Btu",28735
"NJ","Renewable-Production","Change 1980-1990","Billion Btu",-44482
"NJ","Renewable-Production","Change 2000-2010","Billion Btu",-5638
"NJ","Renewable-Production","Percent Change 1990-2000","Billion Btu",26.57
"NJ","Renewable-Production","Percent Change 1980-1990","Billion Btu",-44.19
"NJ","Renewable-Production","Percent Change 1970-1980","Billion Btu",36.65
"NJ","Renewable-Production","Change 1970-1980","Billion Btu",44954
"NM","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",9.67
"NM","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",102323
"NM","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-56013
"NM","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",9.69
"NM","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",87921
"NM","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-6.70
"NM","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",58011
"NM","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",4.98
"NM","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-69710
"NM","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-4.92
"NM","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",4.44
"NM","Fossil Fuel-Production","Change 1990-2000","Billion Btu",58841
"NM","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-11.65
"NM","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-99215
"NM","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",57.37
"NM","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-141357
"NM","Fossil Fuel-Production","Change 2010-2020","Billion Btu",1537559
"NM","Fossil Fuel-Production","Change 1980-1990","Billion Btu",62314
"NM","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-8.12
"NM","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",5.04
"NM","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"NM","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"NM","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"NM","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"NM","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"NM","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"NM","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"NM","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"NM","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"NM","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"NM","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",12.65
"NM","Renewable-Consumption","Change 2010-2020","Billion Btu",66646
"NM","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",7.50
"NM","Renewable-Consumption","Change 1980-1990","Billion Btu",2495
"NM","Renewable-Consumption","Change 1970-1980","Billion Btu",675
"NM","Renewable-Consumption","Change 2000-2010","Billion Btu",29326
"NM","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",52.66
"NM","Renewable-Consumption","Change 1990-2000","Billion Btu",1893
"NM","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",21.09
"NM","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",64.82
"NM","Renewable-Production","Change 2010-2020","Billion Btu",128970
"NM","Renewable-Production","Change 1970-1980","Billion Btu",1349
"NM","Renewable-Production","Percent Change 1970-1980","Billion Btu",7.50
"NM","Renewable-Production","Change 1990-2000","Billion Btu",1957
"NM","Renewable-Production","Change 2000-2010","Billion Btu",46916
"NM","Renewable-Production","Change 1980-1990","Billion Btu",2606
"NM","Renewable-Production","Percent Change 1990-2000","Billion Btu",7.98
"NM","Renewable-Production","Percent Change 2010-2020","Billion Btu",57.36
"NM","Renewable-Production","Percent Change 2000-2010","Billion Btu",64.78
"NM","Renewable-Production","Percent Change 1980-1990","Billion Btu",12.25
"NV","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",98613
"NV","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",17.86
"NV","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",225697
"NV","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",35.81
"NV","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",27.29
"NV","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",137761
"NV","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",0.42
"NV","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-5.09
"NV","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",3977
"NV","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-45808
"NV","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-129.07
"NV","Fossil Fuel-Production","Percent Change 2010-2020","Billion Btu",-57.69
"NV","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-19662
"NV","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",76.59
"NV","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",70.34
"NV","Fossil Fuel-Production","Change 2000-2010","Billion Btu",-1131
"NV","Fossil Fuel-Production","Change 1970-1980","Billion Btu",4240
"NV","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",-26.47
"NV","Fossil Fuel-Production","Change 1980-1990","Billion Btu",18160
"NV","Fossil Fuel-Production","Change 2010-2020","Billion Btu",-1356
"NV","Nuclear-Consumption","Percent Change 2010-2020","Billion Btu",0
"NV","Nuclear-Consumption","Change 1990-2000","Billion Btu",0
"NV","Nuclear-Consumption","Change 1980-1990","Billion Btu",0
"NV","Nuclear-Consumption","Percent Change 1980-1990","Billion Btu",0
"NV","Nuclear-Consumption","Percent Change 1990-2000","Billion Btu",0
"NV","Nuclear-Consumption","Percent Change 1970-1980","Billion Btu",0
"NV","Nuclear-Consumption","Percent Change 2000-2010","Billion Btu",0
"NV","Nuclear-Consumption","Change 1970-1980","Billion Btu",0
"NV","Nuclear-Consumption","Change 2000-2010","Billion Btu",0
"NV","Nuclear-Consumption","Change 2010-2020","Billion Btu",0
"NV","Renewable-Consumption","Change 1970-1980","Billion Btu",9081
"NV","Renewable-Consumption","Percent Change 1980-1990","Billion Btu",6.10
"NV","Renewable-Consumption","Change 2010-2020","Billion Btu",69103
"NV","Renewable-Consumption","Percent Change 1990-2000","Billion Btu",27.44
"NV","Renewable-Consumption","Percent Change 2010-2020","Billion Btu",44.92
"NV","Renewable-Consumption","Change 1990-2000","Billion Btu",17058
"NV","Renewable-Consumption","Change 2000-2010","Billion Btu",9361
"NV","Renewable-Consumption","Change 1980-1990","Billion Btu",2668
"NV","Renewable-Consumption","Percent Change 2000-2010","Billion Btu",11.69
"NV","Renewable-Consumption","Percent Change 1970-1980","Billion Btu",24.84
"NV","Renewable-Production","Percent Change 1990-2000","Billion Btu",25.30
"NV","Renewable-Production","Change 1970-1980","Billion Btu",18162
"NV","Renewable-Production","Percent Change 1970-1980","Billion Btu",24.84
"NV","Renewable-Production","Change 2000-2010","Billion Btu",8431
"NV","Renewable-Production","Change 1990-2000","Billion Btu",30141
"NV","Renewable-Production","Percent Change 2010-2020","Billion Btu",47.46
"NV","Renewable-Production","Change 1980-1990","Billion Btu",4530
"NV","Renewable-Production","Percent Change 2000-2010","Billion Btu",5.91
"NV","Renewable-Production","Change 2010-2020","Billion Btu",132640
"NV","Renewable-Production","Percent Change 1980-1990","Billion Btu",5.22
"NY","Fossil Fuel-Consumption","Change 2000-2010","Billion Btu",-338277
"NY","Fossil Fuel-Consumption","Percent Change 1980-1990","Billion Btu",-3.71
"NY","Fossil Fuel-Consumption","Change 1980-1990","Billion Btu",-171672
"NY","Fossil Fuel-Consumption","Percent Change 1990-2000","Billion Btu",3.89
"NY","Fossil Fuel-Consumption","Percent Change 2010-2020","Billion Btu",-13.13
"NY","Fossil Fuel-Consumption","Percent Change 1970-1980","Billion Btu",-14.84
"NY","Fossil Fuel-Consumption","Change 1970-1980","Billion Btu",-769757
"NY","Fossil Fuel-Consumption","Change 1990-2000","Billion Btu",184013
"NY","Fossil Fuel-Consumption","Percent Change 2000-2010","Billion Btu",-7.55
"NY","Fossil Fuel-Consumption","Change 2010-2020","Billion Btu",-500849
"NY","Fossil Fuel-Production","Change 1990-2000","Billion Btu",-1189
"NY","Fossil Fuel-Production","Change 1970-1980","Billion Btu",-2146
"NY","Fossil Fuel-Production","Change 1980-1990","Billion Btu",-2372
"NY","Fossil Fuel-Production","Change 2000-2010","Billion Btu",992
"NY","Fossil Fuel-Production","Percent Change 1970-1980","Billion Btu",-26.04
"NY","Fossil Fuel-Production","Percent Change 1990-2000","Billion Btu",-49.10
"NY","Fossil Fuel-Production","Percent Change 2000-2010","Billion Btu",35.19
"NY","Fossil Fuel-Production","Percent Change 1980-1990","Billion Btu",-49.45
